Bundle Name m X Y_low Y Y_high R Rxtheta
1.0000000000 BCG 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
1.0000000000 BCG 2.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
1.0000000000 BCG 3.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
1.0000000000 BCG 4.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
2.0000000000 BCG 1.0000000000 13416535.9222451579 0.0712684142 0.2008904119 0.2008904119 0.2051151947 0.2461382337
2.0000000000 BCG 2.0000000000 8178952.9936495069 0.0379315360 0.1327894530 0.1327894530 0.1655798047 0.1986957656
2.0000000000 BCG 3.0000000000 688557.3155405404 0.1646503422 0.2742778453 0.2742778453 0.2999888456 0.3599866147
2.0000000000 BCG 4.0000000000 6246350.6324195471 0.0520114346 0.1327894530 0.1327894530 0.1891402288 0.2269682745
3.0000000000 BCG 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.0000000000 BCG 2.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.0000000000 BCG 3.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.0000000000 BCG 4.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.0000000000 BCG 1.0000000000 8012545.1317448216 0.1050271368 0.3227124460 0.3227124460 0.3022750238 0.3627300285
4.0000000000 BCG 2.0000000000 9392950.9758402910 0.0558991056 0.2512863051 0.2512863051 0.2440123437 0.2928148125
4.0000000000 BCG 3.0000000000 237865.2544594596 0.2426426096 0.4999389539 0.4999389539 0.4420888251 0.5305065901
4.0000000000 BCG 4.0000000000 459682.3332947390 0.0766484299 0.3227124460 0.3227124460 0.2787329687 0.3344795625
5.0000000000 DT 1.0000000000 51417548.4079469368 0.1130069486 0.2202289459 0.2202289459 0.1835241216 0.2202289459
5.0000000000 DT 2.0000000000 0.0000000000 0.0000000000 0.0339387427 0.0000000000 0.1481503515 0.1777804219
5.0000000000 DT 3.0000000000 0.0000000000 0.0000000000 0.2202289459 0.0000000000 0.2684110724 0.3220932868
5.0000000000 DT 4.0000000000 0.0000000000 0.0000000000 0.0465365467 0.0000000000 0.1692307310 0.2030768772
