Bundle Name m X Y_low Y Y_high R Rxtheta
7.0000000000 DTP 3.0000000000 43954384.1160935163 0.1953296070 0.2024107259 0.2024107259 0.2941139747 0.3529367696
8.0000000000 DTP 1.0000000000 18756613.5334375352 0.0379315360 0.0880359869 0.0880359869 0.0832203983 0.0998644779
8.0000000000 DTP 2.0000000000 45907264.5225048140 0.1191169078 0.1225846230 0.1225846230 0.1580639830 0.1896767796
8.0000000000 DTP 3.0000000000 43954384.1160935089 0.2183095607 0.2262237525 0.2262237525 0.3287156187 0.3944587425
9.0000000000 DTP-HepB-Hib 1.0000000000 3745026.9587893113 0.1557189371 0.4020118987 0.4020118987 0.3416416350 0.4099699619
9.0000000000 DTP-HepB-Hib 2.0000000000 3718137.3330641240 0.4890062529 0.7670708859 0.7670708859 0.6488942460 0.7786730952
9.0000000000 DTP-HepB-Hib 3.0000000000 43954384.1160934940 0.8962181968 0.9287080365 0.9287080365 1.3494641190 1.6193569429
10.0000000000 DTP-HepB-Hib 1.0000000000 0.0000000000 0.0000000000 0.2295856123 0.0000000000 0.5037024105 0.6044428926
10.0000000000 DTP-HepB-Hib 2.0000000000 8544442.6003905013 0.7209707575 1.1073406847 1.1073406847 0.9567030550 1.1480436660
10.0000000000 DTP-HepB-Hib 3.0000000000 43954384.1160935014 1.3213473414 1.3692490282 1.3692490282 1.9895945345 2.3875134414
11.0000000000 DTP-HepB-Hib 1.0000000000 0.0000000000 0.0000000000 0.2096216460 0.0000000000 0.4599022009 0.5518826411
11.0000000000 DTP-HepB-Hib 2.0000000000 8544442.6003905088 0.6582776481 1.0110501904 1.0110501904 0.8735114850 1.0482137820
11.0000000000 DTP-HepB-Hib 3.0000000000 43954384.1160934940 1.2064475726 1.2501838953 1.2501838953 1.8165863141 2.1799035769
12.0000000000 DTP-HepB-Hib 1.0000000000 0.0000000000 0.0000000000 0.2375711988 0.0000000000 0.5212224943 0.6254669932
12.0000000000 DTP-HepB-Hib 2.0000000000 7463164.2918534279 0.7460480012 1.1512925506 1.1512925506 0.9899796830 1.1879756196
12.0000000000 DTP-HepB-Hib 3.0000000000 43954384.1160935014 1.3673072489 1.4168750814 1.4168750814 2.0587978226 2.4705573872
13.0000000000 DTP-HepB-Hib 1.0000000000 0.0000000000 0.0000000000 0.2295856123 0.0000000000 0.5037024105 0.6044428926
13.0000000000 DTP-HepB-Hib 2.0000000000 7463164.2918534279 0.7209707575 1.1125936413 1.1125936413 0.9567030550 1.1480436660
13.0000000000 DTP-HepB-Hib 3.0000000000 43954384.1160935014 1.3213473414 1.3692490282 1.3692490282 1.9895945345 2.3875134414
14.0000000000 DTP-HepB-Hib 1.0000000000 0.0000000000 0.0000000000 0.1617081269 0.0000000000 0.3547816978 0.4257380374
