Bundle Name m X Y_low Y Y_high R Rxtheta
1.0000000000 BCG 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
1.0000000000 BCG 2.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
2.0000000000 BCG 1.0000000000 10187506.6092874929 0.0712684142 0.2269246313 0.2269246313 0.2119397550 0.2543277060
2.0000000000 BCG 2.0000000000 18342890.2545672618 0.0379315360 0.1468149509 0.1468149509 0.1696273704 0.2035528445
3.0000000000 BCG 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.0000000000 BCG 2.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.0000000000 BCG 1.0000000000 13654253.9434780031 0.1050271368 0.2830715094 0.2830715094 0.3123322705 0.3747987246
4.0000000000 BCG 2.0000000000 4448789.7518613078 0.0558991056 0.2830715094 0.2830715094 0.2499771774 0.2999726129
5.0000000000 DT 1.0000000000 10600992.7258904800 0.2172871242 0.2172871242 0.2172871242 0.1896303071 0.2275563685
5.0000000000 DT 2.0000000000 40816555.6820564568 0.0859230027 0.1328065608 0.1328065608 0.1517718577 0.1821262293
6.0000000000 DT 1.0000000000 59740044.1946197227 0.0972637420 0.2275563685 0.2275563685 0.1896303071 0.2275563685
6.0000000000 DT 2.0000000000 0.0000000000 0.0000000000 0.0339387427 0.0000000000 0.1517718577 0.1821262293
7.0000000000 DTP 1.0000000000 51417548.4079469368 0.1130069486 0.2275563685 0.2275563685 0.1896303071 0.2275563685
7.0000000000 DTP 2.0000000000 0.0000000000 0.0000000000 0.0339387427 0.0000000000 0.1517718577 0.1821262293
8.0000000000 DTP 1.0000000000 70038637.3285903484 0.0712684142 0.0855200923 0.0855200923 0.2119397550 0.2543277060
8.0000000000 DTP 2.0000000000 38579624.8434455097 0.0379315360 0.0855200923 0.0855200923 0.1696273704 0.2035528445
9.0000000000 DTP-HepB-Hib 1.0000000000 34460056.7966081649 0.5978387832 0.8363435747 0.8363435747 0.8700684678 1.0440821613
9.0000000000 DTP-HepB-Hib 2.0000000000 16957491.6113387719 0.1557189371 0.7713635307 0.7713635307 0.6963649942 0.8356379930
10.0000000000 DTP-HepB-Hib 1.0000000000 52498826.7164840028 0.4427177224 1.5393519045 1.5393519045 1.2827932538 1.5393519045
