ExpName[i], vacc_id, vacc_name, market, X_bm, YLow_bm, YHigh_bm, theta_Rbm, min_price\n
market_assignments_GNI_2_BH,1,BCG,1,0.00,0.00,0.00,0.08,0.02
market_assignments_GNI_2_BH,1,BCG,2,0.00,0.00,0.00,0.21,0.11
market_assignments_GNI_2_BH,2,BCG,1,16517244.85,0.04,0.09,0.12,0.04
market_assignments_GNI_2_BH,2,BCG,2,12013152.01,0.17,0.29,0.33,0.17
market_assignments_GNI_2_BH,3,BCG,1,0.00,0.00,0.00,0.06,0.02
market_assignments_GNI_2_BH,3,BCG,2,0.00,0.00,0.00,0.18,0.09
market_assignments_GNI_2_BH,4,BCG,1,4377733.53,0.17,0.17,0.18,0.06
market_assignments_GNI_2_BH,4,BCG,2,13725310.17,0.37,0.37,0.49,0.25
market_assignments_GNI_2_BH,5,DT,1,35126450.80,0.09,0.09,0.11,0.03
market_assignments_GNI_2_BH,5,DT,2,16291097.61,0.17,0.28,0.30,0.15
market_assignments_GNI_2_BH,6,DT,1,0.00,0.00,0.00,0.11,0.03
market_assignments_GNI_2_BH,6,DT,2,59740044.19,0.15,0.30,0.30,0.15
market_assignments_GNI_2_BH,7,DTP,1,0.00,0.00,0.00,0.11,0.03
market_assignments_GNI_2_BH,7,DTP,2,51417548.41,0.15,0.30,0.30,0.15
market_assignments_GNI_2_BH,8,DTP,1,36027774.94,0.04,0.10,0.12,0.04
market_assignments_GNI_2_BH,8,DTP,2,72590487.23,0.17,0.18,0.33,0.17
market_assignments_GNI_2_BH,9,DTP-HepB-Hib,1,15165130.19,0.16,0.47,0.50,0.16
market_assignments_GNI_2_BH,9,DTP-HepB-Hib,2,36252418.22,0.69,1.07,1.37,0.69
market_assignments_GNI_2_BH,10,DTP-HepB-Hib,1,0.00,0.00,0.00,0.74,0.23
market_assignments_GNI_2_BH,10,DTP-HepB-Hib,2,52498826.72,1.02,2.02,2.02,1.02
market_assignments_GNI_2_BH,11,DTP-HepB-Hib,1,0.00,0.00,0.00,0.67,0.21
market_assignments_GNI_2_BH,11,DTP-HepB-Hib,2,52498826.72,0.93,1.85,1.85,0.93
market_assignments_GNI_2_BH,12,DTP-HepB-Hib,1,0.00,0.00,0.00,0.76,0.24
market_assignments_GNI_2_BH,12,DTP-HepB-Hib,2,51417548.41,1.05,2.09,2.09,1.05
market_assignments_GNI_2_BH,13,DTP-HepB-Hib,1,0.00,0.00,0.00,0.74,0.23
market_assignments_GNI_2_BH,13,DTP-HepB-Hib,2,51417548.41,1.02,2.02,2.02,1.02
market_assignments_GNI_2_BH,14,DTP-HepB-Hib,1,0.00,0.00,0.00,0.52,0.16
market_assignments_GNI_2_BH,14,DTP-HepB-Hib,2,42897683.53,0.72,1.42,1.42,0.72
market_assignments_GNI_2_BH,15,DTP-HepB-Hib,1,47519804.95,0.15,0.29,0.48,0.15
market_assignments_GNI_2_BH,15,DTP-HepB-Hib,2,3897743.46,0.66,1.30,1.32,0.66
market_assignments_GNI_2_BH,16,DTP-HepB-Hib,1,0.00,0.00,0.00,0.51,0.16
market_assignments_GNI_2_BH,16,DTP-HepB-Hib,2,51417548.41,0.71,1.41,1.41,0.71
market_assignments_GNI_2_BH,17,HPV,1,41546415.74,0.92,1.06,2.95,0.92
market_assignments_GNI_2_BH,17,HPV,2,48393658.15,4.07,4.35,8.09,4.07
market_assignments_GNI_2_BH,18,HPV,1,243541.02,0.90,2.88,2.89,0.90
market_assignments_GNI_2_BH,18,HPV,2,19669807.05,3.99,7.91,7.91,3.99
market_assignments_GNI_2_BH,19,HepB,1,0.00,0.00,0.00,0.31,0.10
market_assignments_GNI_2_BH,19,HepB,2,51417548.41,0.43,0.86,0.86,0.43
market_assignments_GNI_2_BH,20,HepB,1,0.00,0.00,0.00,0.39,0.12
market_assignments_GNI_2_BH,20,HepB,2,42897683.53,0.53,1.05,1.05,0.53
market_assignments_GNI_2_BH,21,HepB,1,0.00,0.00,0.00,0.15,0.05
market_assignments_GNI_2_BH,21,HepB,2,51417548.41,0.21,0.42,0.42,0.21
market_assignments_GNI_2_BH,22,HepB,1,0.00,0.00,0.00,0.16,0.05
market_assignments_GNI_2_BH,22,HepB,2,42897683.53,0.22,0.44,0.44,0.22
market_assignments_GNI_2_BH,23,Hib,1,0.00,0.00,0.00,1.38,0.43
market_assignments_GNI_2_BH,23,Hib,2,52498826.72,1.90,3.78,3.78,1.90
market_assignments_GNI_2_BH,24,IPV,1,21421935.04,0.42,1.34,1.34,0.42
market_assignments_GNI_2_BH,24,IPV,2,0.00,0.00,0.00,3.67,1.85
market_assignments_GNI_2_BH,25,IPV,1,0.00,0.00,0.00,1.57,0.49
market_assignments_GNI_2_BH,25,IPV,2,52498826.72,2.17,4.31,4.31,2.17
market_assignments_GNI_2_BH,26,IPV,1,0.00,0.00,0.00,1.99,0.62
market_assignments_GNI_2_BH,26,IPV,2,51417548.41,2.75,5.45,5.45,2.75
market_assignments_GNI_2_BH,27,IPV,1,21421935.04,0.35,1.12,1.12,0.35
market_assignments_GNI_2_BH,27,IPV,2,0.00,0.00,0.00,3.08,1.55
market_assignments_GNI_2_BH,28,IPV,1,19841065.06,0.47,0.89,1.50,0.47
market_assignments_GNI_2_BH,28,IPV,2,1580869.98,2.06,4.03,4.10,2.06
market_assignments_GNI_2_BH,29,IPV,1,0.00,0.00,0.00,1.80,0.56
market_assignments_GNI_2_BH,29,IPV,2,21421935.04,2.48,4.92,4.92,2.48
market_assignments_GNI_2_BH,30,MMR,1,18103043.70,0.48,0.90,0.90,0.28
market_assignments_GNI_2_BH,30,MMR,2,0.00,0.00,0.00,2.48,1.25
market_assignments_GNI_2_BH,31,MMR,1,0.00,0.00,0.00,2.87,0.89
market_assignments_GNI_2_BH,31,MMR,2,42843870.08,3.96,7.86,7.86,3.96
market_assignments_GNI_2_BH,32,MMR,1,5583869.37,0.59,1.76,1.89,0.59
market_assignments_GNI_2_BH,32,MMR,2,12519174.33,2.61,4.10,5.19,2.61
market_assignments_GNI_2_BH,33,MMR,1,18103043.70,0.48,0.94,0.94,0.29
market_assignments_GNI_2_BH,33,MMR,2,0.00,0.00,0.00,2.58,1.30
market_assignments_GNI_2_BH,34,OPV,1,0.00,0.00,0.00,0.12,0.04
market_assignments_GNI_2_BH,34,OPV,2,42843870.08,0.16,0.32,0.32,0.16
market_assignments_GNI_2_BH,35,OPV,1,9643149.87,0.02,0.05,0.06,0.02
market_assignments_GNI_2_BH,35,OPV,2,33200720.21,0.08,0.12,0.16,0.08
market_assignments_GNI_2_BH,36,OPV,1,36331876.88,0.07,0.07,0.08,0.03
market_assignments_GNI_2_BH,36,OPV,2,16166949.84,0.21,0.21,0.23,0.12
market_assignments_GNI_2_BH,37,OPV,1,0.00,0.00,0.00,0.09,0.03
market_assignments_GNI_2_BH,37,OPV,2,51417548.41,0.12,0.25,0.25,0.12
market_assignments_GNI_2_BH,38,OPV,1,37604886.77,0.02,0.06,0.08,0.02
market_assignments_GNI_2_BH,38,OPV,2,13812661.63,0.11,0.20,0.21,0.11
market_assignments_GNI_2_BH,39,OPV,1,0.00,0.00,0.00,0.08,0.03
market_assignments_GNI_2_BH,39,OPV,2,51417548.41,0.12,0.23,0.23,0.12
market_assignments_GNI_2_BH,40,OPV,1,0.00,0.00,0.00,0.12,0.04
market_assignments_GNI_2_BH,40,OPV,2,51417548.41,0.17,0.33,0.33,0.17
market_assignments_GNI_2_BH,41,OPV,1,0.00,0.00,0.00,0.09,0.03
market_assignments_GNI_2_BH,41,OPV,2,42897683.53,0.14,0.25,0.25,0.12
market_assignments_GNI_2_BH,42,OPV,1,0.00,0.00,0.00,0.11,0.03
market_assignments_GNI_2_BH,42,OPV,2,51417548.41,0.15,0.30,0.30,0.15
market_assignments_GNI_2_BH,43,PCV,1,32748702.83,0.58,1.16,1.86,0.58
market_assignments_GNI_2_BH,43,PCV,2,3457384.56,2.57,5.00,5.10,2.57
market_assignments_GNI_2_BH,44,PCV,1,0.00,0.00,0.00,1.96,0.61
market_assignments_GNI_2_BH,44,PCV,2,54309131.09,2.70,5.36,5.36,2.70
market_assignments_GNI_2_BH,45,PCV,1,0.00,0.00,0.00,1.96,0.61
market_assignments_GNI_2_BH,45,PCV,2,54309131.09,2.70,5.36,5.36,2.70
market_assignments_GNI_2_BH,46,PCV,1,0.00,0.00,0.00,2.21,0.69
market_assignments_GNI_2_BH,46,PCV,2,54309131.09,3.06,6.07,6.07,3.06
market_assignments_GNI_2_BH,47,PCV,1,0.00,0.00,0.00,2.12,0.66
market_assignments_GNI_2_BH,47,PCV,2,54309131.09,2.92,5.80,5.80,2.92
market_assignments_GNI_2_BH,48,PCV,1,29936232.31,0.58,1.31,1.86,0.58
market_assignments_GNI_2_BH,48,PCV,2,6269855.08,2.57,4.91,5.10,2.57
market_assignments_GNI_2_BH,49,Rota,1,9719381.50,0.17,0.48,0.55,0.17
