Current WB Status & Gavi Eligibility,Country (group),ISO,Vaccine,Vaccine Sub-type,Routine / Campaign,Year,# Doses,Total Required Supply
Gavi Transitioning,Pakistan,PAK,Rota,Rota,Routine,2029,2,12335114.9131579
Gavi Transitioning,Pakistan,PAK,Rota,Rota,Routine,2028,2,12260856.3394737
Gavi Transitioning,Pakistan,PAK,Rota,Rota,Routine,2027,2,12151912.4526316
Gavi Transitioning,Pakistan,PAK,Rota,Rota,Routine,2026,2,12018115.4921053
Gavi Transitioning,Pakistan,PAK,Rota,Rota,Routine,2025,2,11903336.4552632
Gavi Transitioning,Pakistan,PAK,Rota,Rota,Routine,2024,2,11817014.6842105
Gavi Transitioning,Pakistan,PAK,Rota,Rota,Routine,2023,2,11734543.4921053
Gavi Transitioning,Pakistan,PAK,Rota,Rota,Routine,2022,2,11630135.0842105
Gavi Transitioning,Pakistan,PAK,RSV,RSV,Routine,2032,1,2698580.34467634
Gavi Transitioning,Pakistan,PAK,RSV,RSV,Routine,2031,1,1361779.8068188
Gavi Transitioning,Pakistan,PAK,TCV,TCV,Campaign,2022,1,16910244.4666667
Gavi Transitioning,Pakistan,PAK,TCV,TCV,Routine,2032,1,6657621.325
Gavi Transitioning,Pakistan,PAK,TCV,TCV,Routine,2031,1,6607319.825
Gavi Transitioning,Pakistan,PAK,TCV,TCV,Routine,2030,1,6570807.26
Gavi Transitioning,Pakistan,PAK,TCV,TCV,Routine,2029,1,6453473.42777778
Gavi Transitioning,Pakistan,PAK,TCV,TCV,Routine,2028,1,6342472.96666667
Gavi Transitioning,Pakistan,PAK,TCV,TCV,Routine,2027,1,6214725.43333333
Gavi Transitioning,Pakistan,PAK,TCV,TCV,Routine,2026,1,6075977.7525
Gavi Transitioning,Pakistan,PAK,TCV,TCV,Routine,2025,1,5948327.30527778
Gavi Transitioning,Pakistan,PAK,TCV,TCV,Routine,2024,1,5846588.66225
Gavi Transitioning,Pakistan,PAK,TCV,TCV,Routine,2023,1,5814671.97661111
Gavi Transitioning,Pakistan,PAK,TCV,TCV,Routine,2022,1,5210195.89965046
Gavi Transitioning,Pakistan,PAK,Td,Td,Campaign,2022,1,4711785.5
Gavi Transitioning,Pakistan,PAK,Td,Td,Routine,2032,5,25086154.48875
Gavi Transitioning,Pakistan,PAK,Td,Td,Routine,2031,5,24896507.22
Gavi Transitioning,Pakistan,PAK,Td,Td,Routine,2030,5,24698289.06
Gavi Transitioning,Pakistan,PAK,Td,Td,Routine,2029,5,24529223.68875
Gavi Transitioning,Pakistan,PAK,Td,Td,Routine,2028,5,24379195.0275
Gavi Transitioning,Pakistan,PAK,Td,Td,Routine,2027,5,24161284.395
Gavi Transitioning,Pakistan,PAK,Td,Td,Routine,2026,5,23896631.46375
Gavi Transitioning,Pakistan,PAK,Td,Td,Routine,2025,5,23670054.9675
Gavi Transitioning,Pakistan,PAK,Td,Td,Routine,2024,5,23550178.3665
Gavi Transitioning,Pakistan,PAK,Td,Td,Routine,2023,5,23125533.338
Gavi Transitioning,Pakistan,PAK,Td,Td,Routine,2022,5,22664995.195125
Gavi Transitioning,Papua New Guinea,PNG,BCG,BCG,Routine,2032,1,746498.5875
Gavi Transitioning,Papua New Guinea,PNG,BCG,BCG,Routine,2031,1,733184.4525
Gavi Transitioning,Papua New Guinea,PNG,BCG,BCG,Routine,2030,1,698960.7825
Gavi Transitioning,Papua New Guinea,PNG,BCG,BCG,Routine,2029,1,666124.74
Gavi Transitioning,Papua New Guinea,PNG,BCG,BCG,Routine,2028,1,633121.155
Gavi Transitioning,Papua New Guinea,PNG,BCG,BCG,Routine,2027,1,601802.5275
Gavi Transitioning,Papua New Guinea,PNG,BCG,BCG,Routine,2026,1,570709.0575
Gavi Transitioning,Papua New Guinea,PNG,BCG,BCG,Routine,2025,1,538053.315
Gavi Transitioning,Papua New Guinea,PNG,BCG,BCG,Routine,2024,1,505990.35
Gavi Transitioning,Papua New Guinea,PNG,BCG,BCG,Routine,2023,1,476277.465
Gavi Transitioning,Papua New Guinea,PNG,BCG,BCG,Routine,2022,1,446539.89
Gavi Transitioning,Papua New Guinea,PNG,bOPV,bOPV,Routine,2026,3,486189.8325
Gavi Transitioning,Papua New Guinea,PNG,bOPV,bOPV,Routine,2025,3,455758.465
Gavi Transitioning,Papua New Guinea,PNG,bOPV,bOPV,Routine,2024,3,425681.5675
Gavi Transitioning,Papua New Guinea,PNG,bOPV,bOPV,Routine,2023,3,397841.585
Gavi Transitioning,Papua New Guinea,PNG,bOPV,bOPV,Routine,2022,3,370090.1375
Gavi Transitioning,Papua New Guinea,PNG,Covid-19,Covid-19,Campaign,2022,1,215863
Gavi Transitioning,Papua New Guinea,PNG,Covid-19,Covid-19,Routine,2032,3,1065079.1
Gavi Transitioning,Papua New Guinea,PNG,Covid-19,Covid-19,Routine,2031,3,1029748.6125
Gavi Transitioning,Papua New Guinea,PNG,Covid-19,Covid-19,Routine,2030,3,995243.125
Gavi Transitioning,Papua New Guinea,PNG,Covid-19,Covid-19,Routine,2029,3,961287.4
Gavi Transitioning,Papua New Guinea,PNG,Covid-19,Covid-19,Routine,2028,3,927949.4625
Gavi Transitioning,Papua New Guinea,PNG,Covid-19,Covid-19,Routine,2027,3,895020.025
Gavi Transitioning,Papua New Guinea,PNG,Covid-19,Covid-19,Routine,2026,3,862504.2125
Gavi Transitioning,Papua New Guinea,PNG,Covid-19,Covid-19,Routine,2025,3,830630.55
Gavi Transitioning,Papua New Guinea,PNG,Covid-19,Covid-19,Routine,2024,3,799491.05
Gavi Transitioning,Papua New Guinea,PNG,Covid-19,Covid-19,Routine,2023,3,762155.5
Gavi Transitioning,Papua New Guinea,PNG,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2032,3,565550.393552632
Gavi Transitioning,Papua New Guinea,PNG,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2031,3,538066.698289474
Gavi Transitioning,Papua New Guinea,PNG,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2030,3,511122.6225
Gavi Transitioning,Papua New Guinea,PNG,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2029,3,485375.4425
Gavi Transitioning,Papua New Guinea,PNG,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2028,3,459316.559605263
Gavi Transitioning,Papua New Guinea,PNG,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2027,3,434667.302763158
Gavi Transitioning,Papua New Guinea,PNG,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2026,3,410380.191710526
Gavi Transitioning,Papua New Guinea,PNG,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2025,3,384734.698552632
Gavi Transitioning,Papua New Guinea,PNG,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2024,3,359348.283289474
Gavi Transitioning,Papua New Guinea,PNG,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2023,3,335906.275131579
Gavi Transitioning,Papua New Guinea,PNG,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2022,3,312563.740131579
Gavi Transitioning,Papua New Guinea,PNG,HepB,HepB,Routine,2032,1,233905.545
Gavi Transitioning,Papua New Guinea,PNG,HepB,HepB,Routine,2031,1,230587.1925
Gavi Transitioning,Papua New Guinea,PNG,HepB,HepB,Routine,2030,1,219836.34
Gavi Transitioning,Papua New Guinea,PNG,HepB,HepB,Routine,2029,1,209577.825
Gavi Transitioning,Papua New Guinea,PNG,HepB,HepB,Routine,2028,1,199195.74
Gavi Transitioning,Papua New Guinea,PNG,HepB,HepB,Routine,2027,1,189403.1775
Gavi Transitioning,Papua New Guinea,PNG,HepB,HepB,Routine,2026,1,179747.91
Gavi Transitioning,Papua New Guinea,PNG,HepB,HepB,Routine,2025,1,169513.44
Gavi Transitioning,Papua New Guinea,PNG,HepB,HepB,Routine,2024,1,159398.94
Gavi Transitioning,Papua New Guinea,PNG,HepB,HepB,Routine,2023,1,150117.345
Gavi Transitioning,Papua New Guinea,PNG,HepB,HepB,Routine,2022,1,140869.965
Gavi Transitioning,Papua New Guinea,PNG,HPV,HPV4,Campaign,2026,1,464996.210526316
Gavi Transitioning,Papua New Guinea,PNG,HPV,HPV4,Routine,2032,1,94543.104770207
Gavi Transitioning,Papua New Guinea,PNG,HPV,HPV4,Routine,2031,1,93256.907573163
Gavi Transitioning,Papua New Guinea,PNG,HPV,HPV4,Routine,2030,1,91457.199910419
Gavi Transitioning,Papua New Guinea,PNG,HPV,HPV4,Routine,2029,1,93227.853104811
Gavi Transitioning,Papua New Guinea,PNG,HPV,HPV4,Routine,2028,1,81548.747478944
Gavi Transitioning,Papua New Guinea,PNG,HPV,HPV4,Routine,2027,1,84775.269045657
Gavi Transitioning,Papua New Guinea,PNG,HPV,HPV4,Routine,2026,1,64114.359224972
Gavi Transitioning,Papua New Guinea,PNG,IPV,IPV,Routine,2032,2,367436.995
Gavi Transitioning,Papua New Guinea,PNG,IPV,IPV,Routine,2031,2,348284.570555556
Gavi Transitioning,Papua New Guinea,PNG,IPV,IPV,Routine,2030,2,329500.406111111
Gavi Transitioning,Papua New Guinea,PNG,IPV,IPV,Routine,2029,2,311492.655
Gavi Transitioning,Papua New Guinea,PNG,IPV,IPV,Routine,2028,2,293307.820555556
Gavi Transitioning,Papua New Guinea,PNG,IPV,IPV,Routine,2027,2,276024.945
Gavi Transitioning,Papua New Guinea,PNG,IPV,IPV,Routine,2026,2,258967.885
Gavi Transitioning,Papua New Guinea,PNG,IPV,IPV,Routine,2025,2,241077.825
Gavi Transitioning,Papua New Guinea,PNG,IPV,IPV,Routine,2024,2,223378.742777778
Gavi Transitioning,Papua New Guinea,PNG,IPV,IPV,Routine,2023,2,208984.077111111
Gavi Transitioning,Papua New Guinea,PNG,IPV,IPV,Routine,2022,2,190465.832277778
Gavi Transitioning,Papua New Guinea,PNG,MR,MR,Campaign,2031,1,1247335.27222222
Gavi Transitioning,Papua New Guinea,PNG,MR,MR,Campaign,2029,1,1238582.02777778
Gavi Transitioning,Papua New Guinea,PNG,MR,MR,Campaign,2027,1,1230312.26111111
Gavi Transitioning,Papua New Guinea,PNG,MR,MR,Campaign,2025,1,1224266.72777778
Gavi Transitioning,Papua New Guinea,PNG,MR,MR,Campaign,2023,1,1217313.12777778
Gavi Transitioning,Papua New Guinea,PNG,MR,MR,Routine,2032,2,516423.310714286
Gavi Transitioning,Papua New Guinea,PNG,MR,MR,Routine,2031,2,491966.755714286
Gavi Transitioning,Papua New Guinea,PNG,MR,MR,Routine,2030,2,468601.967142857
Gavi Transitioning,Papua New Guinea,PNG,MR,MR,Routine,2029,2,444994.535
Gavi Transitioning,Papua New Guinea,PNG,MR,MR,Routine,2028,2,422681.676428571
Gavi Transitioning,Papua New Guinea,PNG,MR,MR,Routine,2027,2,400657.325
Gavi Transitioning,Papua New Guinea,PNG,MR,MR,Routine,2026,2,377387.460714286
Gavi Transitioning,Papua New Guinea,PNG,MR,MR,Routine,2025,2,354419.177857143
Gavi Transitioning,Papua New Guinea,PNG,MR,MR,Routine,2024,2,329562.657142857
Gavi Transitioning,Papua New Guinea,PNG,MR,MR,Routine,2023,2,363562.898333333
Gavi Transitioning,Papua New Guinea,PNG,MR,MR,Routine,2022,2,338212.941666667
Gavi Transitioning,Papua New Guinea,PNG,OCV,OCV,Campaign,2030,,851262
Gavi Transitioning,Papua New Guinea,PNG,OCV,OCV,Campaign,2027,,851262
Gavi Transitioning,Papua New Guinea,PNG,OCV,OCV,Campaign,2024,,1142200
Gavi Transitioning,Papua New Guinea,PNG,PCV,PCV13,Routine,2032,3,720191.633341218
Gavi Transitioning,Papua New Guinea,PNG,PCV,PCV13,Routine,2031,3,707384.541938967
Gavi Transitioning,Papua New Guinea,PNG,PCV,PCV13,Routine,2030,3,695071.418525778
Gavi Transitioning,Papua New Guinea,PNG,PCV,PCV13,Routine,2029,3,683676.169738983
Gavi Transitioning,Papua New Guinea,PNG,PCV,PCV13,Routine,2028,3,672840.212160973
Gavi Transitioning,Papua New Guinea,PNG,PCV,PCV13,Routine,2027,3,662727.250980971
Gavi Transitioning,Papua New Guinea,PNG,PCV,PCV13,Routine,2026,3,651634.39066714
Gavi Transitioning,Papua New Guinea,PNG,PCV,PCV13,Routine,2025,3,672954.231523163
Gavi Transitioning,Papua New Guinea,PNG,PCV,PCV13,Routine,2024,3,661161.061441107
Gavi Transitioning,Papua New Guinea,PNG,PCV,PCV13,Routine,2023,3,651814.250908565
Gavi Transitioning,Papua New Guinea,PNG,PCV,PCV13,Routine,2022,3,646403.372533512
Gavi Transitioning,Papua New Guinea,PNG,Rota,Rota,Routine,2032,2,391388.443421053
Gavi Transitioning,Papua New Guinea,PNG,Rota,Rota,Routine,2031,2,372979.417105263
Gavi Transitioning,Papua New Guinea,PNG,Rota,Rota,Routine,2030,2,354936.848684211
Gavi Transitioning,Papua New Guinea,PNG,Rota,Rota,Routine,2029,2,337719.615
Gavi Transitioning,Papua New Guinea,PNG,Rota,Rota,Routine,2028,2,320279.037631579
Gavi Transitioning,Papua New Guinea,PNG,Rota,Rota,Routine,2027,2,303816.825
Gavi Transitioning,Papua New Guinea,PNG,Rota,Rota,Routine,2026,2,287605.712368421
Gavi Transitioning,Papua New Guinea,PNG,Rota,Rota,Routine,2025,2,282298.395947368
Gavi Transitioning,Papua New Guinea,PNG,Rota,Rota,Routine,2024,2,199780.244210526
Gavi Transitioning,Papua New Guinea,PNG,RSV,RSV,Routine,2032,1,140603.019125462
Gavi Transitioning,Papua New Guinea,PNG,Td,Td,Campaign,2022,1,59630.5
Gavi Transitioning,Papua New Guinea,PNG,Td,Td,Routine,2032,5,323894.49
Gavi Transitioning,Papua New Guinea,PNG,Td,Td,Routine,2031,5,303870.1825
Gavi Transitioning,Papua New Guinea,PNG,Td,Td,Routine,2030,5,284689.585
Gavi Transitioning,Papua New Guinea,PNG,Td,Td,Routine,2029,5,265819.1475
Gavi Transitioning,Papua New Guinea,PNG,Td,Td,Routine,2028,5,246756.53
Gavi Transitioning,Papua New Guinea,PNG,Td,Td,Routine,2027,5,227490.5175
Gavi Transitioning,Papua New Guinea,PNG,Td,Td,Routine,2026,5,208034.915
Gavi Transitioning,Papua New Guinea,PNG,Td,Td,Routine,2025,5,188874.5175
Gavi Transitioning,Papua New Guinea,PNG,Td,Td,Routine,2024,5,169904.355
Gavi Transitioning,Papua New Guinea,PNG,Td,Td,Routine,2023,5,151105.0125
Gavi Transitioning,Papua New Guinea,PNG,Td,Td,Routine,2022,5,132730.375
Gavi Fully Self-financing,Angola,AGO,BCG,BCG,Routine,2032,1,3933668.93333333
Gavi Fully Self-financing,Angola,AGO,BCG,BCG,Routine,2031,1,3826527.00083333
Gavi Fully Self-financing,Angola,AGO,BCG,BCG,Routine,2030,1,3713407.6075
Gavi Fully Self-financing,Angola,AGO,BCG,BCG,Routine,2029,1,3604838.40416667
Gavi Fully Self-financing,Angola,AGO,BCG,BCG,Routine,2028,1,3498597.03416667
Gavi Fully Self-financing,Angola,AGO,BCG,BCG,Routine,2027,1,3393297.2225
Gavi Fully Self-financing,Angola,AGO,BCG,BCG,Routine,2026,1,3296963.82083333
Gavi Fully Self-financing,Angola,AGO,BCG,BCG,Routine,2025,1,3104514.66083333
Gavi Fully Self-financing,Angola,AGO,BCG,BCG,Routine,2024,1,2919096.8525
Gavi Fully Self-financing,Angola,AGO,BCG,BCG,Routine,2023,1,2738915.1275
Gavi Fully Self-financing,Angola,AGO,BCG,BCG,Routine,2022,1,2566438.89583333
Gavi Fully Self-financing,Angola,AGO,bOPV,bOPV,Routine,2026,4,5251720.09313433
Gavi Fully Self-financing,Angola,AGO,bOPV,bOPV,Routine,2025,4,4917540.56
Gavi Fully Self-financing,Angola,AGO,bOPV,bOPV,Routine,2024,4,4595656.70160448
Gavi Fully Self-financing,Angola,AGO,bOPV,bOPV,Routine,2023,4,4282725.45981343
Gavi Fully Self-financing,Angola,AGO,bOPV,bOPV,Routine,2022,4,3983807.09089552
Gavi Fully Self-financing,Angola,AGO,Covid-19,Covid-19,Campaign,2022,1,13294498
Gavi Fully Self-financing,Angola,AGO,Covid-19,Covid-19,Routine,2032,3,1802804.74166667
Gavi Fully Self-financing,Angola,AGO,Covid-19,Covid-19,Routine,2031,3,1734691.63333333
Gavi Fully Self-financing,Angola,AGO,Covid-19,Covid-19,Routine,2030,3,1669373.68333333
Gavi Fully Self-financing,Angola,AGO,Covid-19,Covid-19,Routine,2029,3,1606990.75
Gavi Fully Self-financing,Angola,AGO,Covid-19,Covid-19,Routine,2028,3,1547294.38333333
Gavi Fully Self-financing,Angola,AGO,Covid-19,Covid-19,Routine,2027,3,1490326.35
Gavi Fully Self-financing,Angola,AGO,Covid-19,Covid-19,Routine,2026,3,1435785.125
Gavi Fully Self-financing,Angola,AGO,Covid-19,Covid-19,Routine,2025,3,1383448.5
Gavi Fully Self-financing,Angola,AGO,Covid-19,Covid-19,Routine,2024,3,1322615
Gavi Fully Self-financing,Angola,AGO,Covid-19,Covid-19,Routine,2023,3,1912536.5
Gavi Fully Self-financing,Angola,AGO,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2032,3,4421325.79
Gavi Fully Self-financing,Angola,AGO,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2031,3,4301802.3
Gavi Fully Self-financing,Angola,AGO,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2030,3,4181532.2925
Gavi Fully Self-financing,Angola,AGO,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2029,3,4022685.64
Gavi Fully Self-financing,Angola,AGO,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2028,3,3867802.9525
Gavi Fully Self-financing,Angola,AGO,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2027,3,3715032.915
Gavi Fully Self-financing,Angola,AGO,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2026,3,3579508.5225
Gavi Fully Self-financing,Angola,AGO,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2025,3,3364695.72
Gavi Fully Self-financing,Angola,AGO,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2024,3,3157881.795
Gavi Fully Self-financing,Angola,AGO,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2023,3,2956680.87
Gavi Fully Self-financing,Angola,AGO,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2022,3,2764930.7475
Gavi Fully Self-financing,Angola,AGO,HepB,HepB,Routine,2032,1,1480166.6
Gavi Fully Self-financing,Angola,AGO,HepB,HepB,Routine,2031,1,1440234.6675
Gavi Fully Self-financing,Angola,AGO,HepB,HepB,Routine,2030,1,1397609.17
Gavi Fully Self-financing,Angola,AGO,HepB,HepB,Routine,2029,1,1356790.8625
Gavi Fully Self-financing,Angola,AGO,HepB,HepB,Routine,2028,1,1316902.305
Gavi Fully Self-financing,Angola,AGO,HepB,HepB,Routine,2027,1,1277314.7225
Gavi Fully Self-financing,Angola,AGO,HepB,HepB,Routine,2026,1,1245358.175
Gavi Fully Self-financing,Angola,AGO,HepB,HepB,Routine,2025,1,1172865.5775
Gavi Fully Self-financing,Angola,AGO,HepB,HepB,Routine,2024,1,1103082.165
Gavi Fully Self-financing,Angola,AGO,HepB,HepB,Routine,2023,1,1035178.3775
Gavi Fully Self-financing,Angola,AGO,HepB,HepB,Routine,2022,1,970504.875
Gavi Fully Self-financing,Angola,AGO,HPV,HPV,Campaign,2028,2,2462353.45905756
Gavi Fully Self-financing,Angola,AGO,HPV,HPV,Routine,2032,2,615658.76266392
Gavi Fully Self-financing,Angola,AGO,HPV,HPV,Routine,2031,2,566263.184023422
Gavi Fully Self-financing,Angola,AGO,HPV,HPV,Routine,2030,2,510054.646313854
Gavi Fully Self-financing,Angola,AGO,HPV,HPV,Routine,2029,2,517313.499558117
Gavi Fully Self-financing,Angola,AGO,HPV,HPV,Routine,2028,2,380042.752414409
Gavi Fully Self-financing,Angola,AGO,IPV,IPV,Routine,2032,2,2845289.14
Gavi Fully Self-financing,Angola,AGO,IPV,IPV,Routine,2031,2,2767059.12
Gavi Fully Self-financing,Angola,AGO,IPV,IPV,Routine,2030,2,2698283.175
Gavi Fully Self-financing,Angola,AGO,IPV,IPV,Routine,2029,2,2545061.64
Gavi Fully Self-financing,Angola,AGO,IPV,IPV,Routine,2028,2,2396030.895
Gavi Fully Self-financing,Angola,AGO,IPV,IPV,Routine,2027,2,2250037.65
Gavi Fully Self-financing,Angola,AGO,IPV,IPV,Routine,2026,2,2107999.455
Gavi Fully Self-financing,Angola,AGO,IPV,IPV,Routine,2025,2,1969528.68
Gavi Fully Self-financing,Angola,AGO,IPV,IPV,Routine,2024,2,1841711.515065
Gavi Fully Self-financing,Angola,AGO,IPV,IPV,Routine,2023,2,1693966.26161
Gavi Fully Self-financing,Angola,AGO,IPV,IPV,Routine,2022,2,1466508.0425
Gavi Fully Self-financing,Angola,AGO,MR,MR,Campaign,2032,1,6827747.77777778
Gavi Fully Self-financing,Angola,AGO,MR,MR,Campaign,2030,1,6599631.94444444
Gavi Fully Self-financing,Angola,AGO,MR,MR,Campaign,2028,1,6375299.72222222
Gavi Fully Self-financing,Angola,AGO,MR,MR,Campaign,2026,1,6159819.16666667
Gavi Fully Self-financing,Angola,AGO,MR,MR,Campaign,2024,1,5947202.5
Gavi Fully Self-financing,Angola,AGO,MR,MR,Campaign,2022,1,6284052.80555556
Gavi Fully Self-financing,Angola,AGO,MR,MR,Routine,2032,2,3445870.58666667
Gavi Fully Self-financing,Angola,AGO,MR,MR,Routine,2031,2,3245453.31833333
Gavi Fully Self-financing,Angola,AGO,MR,MR,Routine,2030,2,3042793.585
Gavi Fully Self-financing,Angola,AGO,MR,MR,Routine,2029,2,2847550.87833333
Gavi Fully Self-financing,Angola,AGO,MR,MR,Routine,2028,2,2657716.09166667
Gavi Fully Self-financing,Angola,AGO,MR,MR,Routine,2027,2,2472090.38833333
Gavi Fully Self-financing,Angola,AGO,MR,MR,Routine,2026,2,2291641.30166667
Gavi Fully Self-financing,Angola,AGO,MR,MR,Routine,2025,2,2116007.72166667
Gavi Fully Self-financing,Angola,AGO,MR,MR,Routine,2024,2,1946704.555
Gavi Fully Self-financing,Angola,AGO,MR,MR,Routine,2023,2,1782298.805
Gavi Fully Self-financing,Angola,AGO,MR,MR,Routine,2022,2,1624713.45166667
Gavi Fully Self-financing,Angola,AGO,OCV,OCV,Campaign,2028,,493298
Gavi Fully Self-financing,Angola,AGO,OCV,OCV,Campaign,2025,,493298
Gavi Fully Self-financing,Angola,AGO,PCV,PCV13,Routine,2032,3,3942620.36881878
Gavi Fully Self-financing,Angola,AGO,PCV,PCV13,Routine,2031,3,3836368.17377724
Gavi Fully Self-financing,Angola,AGO,PCV,PCV13,Routine,2030,3,3720831.76213938
Gavi Fully Self-financing,Angola,AGO,PCV,PCV13,Routine,2029,3,3620789.94537648
Gavi Fully Self-financing,Angola,AGO,PCV,PCV13,Routine,2028,3,3522141.43902951
Gavi Fully Self-financing,Angola,AGO,PCV,PCV13,Routine,2027,3,3416762.46389232
Gavi Fully Self-financing,Angola,AGO,PCV,PCV13,Routine,2026,3,3320802.99583923
Gavi Fully Self-financing,Angola,AGO,PCV,PCV13,Routine,2025,3,3229149.91835941
Gavi Fully Self-financing,Angola,AGO,PCV,PCV13,Routine,2024,3,3146929.76596118
Gavi Fully Self-financing,Angola,AGO,PCV,PCV13,Routine,2023,3,3098224.33969669
Gavi Fully Self-financing,Angola,AGO,PCV,PCV13,Routine,2022,3,2868139.56422575
Gavi Fully Self-financing,Angola,AGO,Rota,Rota,Routine,2032,2,2527769.76736842
Gavi Fully Self-financing,Angola,AGO,Rota,Rota,Routine,2031,2,2460183.93473684
Gavi Fully Self-financing,Angola,AGO,Rota,Rota,Routine,2030,2,2387757.405
Gavi Fully Self-financing,Angola,AGO,Rota,Rota,Routine,2029,2,2318452.945
Gavi Fully Self-financing,Angola,AGO,Rota,Rota,Routine,2028,2,2250751.11289474
Gavi Fully Self-financing,Angola,AGO,Rota,Rota,Routine,2027,2,2183522.715
Gavi Fully Self-financing,Angola,AGO,Rota,Rota,Routine,2026,2,2131308.51078947
Gavi Fully Self-financing,Angola,AGO,Rota,Rota,Routine,2025,2,2008552.40763158
Gavi Fully Self-financing,Angola,AGO,Rota,Rota,Routine,2024,2,1890420.29052632
Gavi Fully Self-financing,Angola,AGO,Rota,Rota,Routine,2023,2,1775415.53526316
Gavi Fully Self-financing,Angola,AGO,Rota,Rota,Routine,2022,2,1666071.23447368
Gavi Fully Self-financing,Angola,AGO,RSV,RSV,Routine,2032,1,883281.056236267
Gavi Fully Self-financing,Angola,AGO,Td,Td,Campaign,2022,1,672358.5
Gavi Fully Self-financing,Angola,AGO,Td,Td,Routine,2032,2,3680740.2
Gavi Fully Self-financing,Angola,AGO,Td,Td,Routine,2031,2,3628376.25
Gavi Fully Self-financing,Angola,AGO,Td,Td,Routine,2030,2,3567829.5
Gavi Fully Self-financing,Angola,AGO,Td,Td,Routine,2029,2,3510307.5
Gavi Fully Self-financing,Angola,AGO,Td,Td,Routine,2028,2,3460694.675
Gavi Fully Self-financing,Angola,AGO,Td,Td,Routine,2027,2,3365415.56833333
Gavi Fully Self-financing,Angola,AGO,Td,Td,Routine,2026,2,3271979.55833333
Gavi Fully Self-financing,Angola,AGO,Td,Td,Routine,2025,2,3179834.825
Gavi Fully Self-financing,Angola,AGO,Td,Td,Routine,2024,2,3091560.88
Gavi Fully Self-financing,Angola,AGO,Td,Td,Routine,2023,2,3005045.01
Gavi Fully Self-financing,Angola,AGO,Td,Td,Routine,2022,2,2924383.975
Gavi Fully Self-financing,Angola,AGO,YF,YF,Routine,2032,1,1774028.78
Gavi Fully Self-financing,Angola,AGO,YF,YF,Routine,2031,1,1673089.4975
Gavi Fully Self-financing,Angola,AGO,YF,YF,Routine,2030,1,1570920.0825
Gavi Fully Self-financing,Angola,AGO,YF,YF,Routine,2029,1,1472500.1425
Gavi Fully Self-financing,Angola,AGO,YF,YF,Routine,2028,1,1376795.4325
Gavi Fully Self-financing,Angola,AGO,YF,YF,Routine,2027,1,1283185.2975
Gavi Fully Self-financing,Angola,AGO,YF,YF,Routine,2026,1,1192171.4375
Gavi Fully Self-financing,Angola,AGO,YF,YF,Routine,2025,1,1103566.7275
Gavi Fully Self-financing,Angola,AGO,YF,YF,Routine,2024,1,1018164.3525
Gavi Fully Self-financing,Angola,AGO,YF,YF,Routine,2023,1,935219.9775
Gavi Fully Self-financing,Angola,AGO,YF,YF,Routine,2022,1,855750.8125
Gavi Fully Self-financing,Armenia,ARM,BCG,BCG,Routine,2032,1,103498.56
Gavi Fully Self-financing,Armenia,ARM,BCG,BCG,Routine,2031,1,104643
Gavi Fully Self-financing,Armenia,ARM,BCG,BCG,Routine,2030,1,106322.04
Gavi Fully Self-financing,Armenia,ARM,BCG,BCG,Routine,2029,1,108127.8
Gavi Fully Self-financing,Armenia,ARM,BCG,BCG,Routine,2028,1,110111.76
Gavi Fully Self-financing,Armenia,ARM,BCG,BCG,Routine,2027,1,112646.16
Gavi Fully Self-financing,Armenia,ARM,BCG,BCG,Routine,2026,1,115624.08
Gavi Fully Self-financing,Armenia,ARM,BCG,BCG,Routine,2025,1,118744.56
Gavi Fully Self-financing,Armenia,ARM,BCG,BCG,Routine,2024,1,122181.84
Gavi Fully Self-financing,Armenia,ARM,BCG,BCG,Routine,2023,1,125844.84
Gavi Fully Self-financing,Armenia,ARM,BCG,BCG,Routine,2022,1,130014.72
Gavi Fully Self-financing,Armenia,ARM,bOPV,bOPV,Routine,2026,3,106207.725
Gavi Fully Self-financing,Armenia,ARM,bOPV,bOPV,Routine,2025,3,109074.075
Gavi Fully Self-financing,Armenia,ARM,bOPV,bOPV,Routine,2024,3,112231.425
