Current WB Status & Gavi Eligibility,Country (group),ISO,Vaccine,Vaccine Sub-type,Routine / Campaign,Year,# Doses,Total Required Supply
Gavi Fully Self-financing,Nicaragua,NIC,HPV,HPV4,Routine,2027,2,162759.738220219
Gavi Fully Self-financing,Nicaragua,NIC,HPV,HPV4,Routine,2026,2,167947.252861895
Gavi Fully Self-financing,Nicaragua,NIC,HPV,HPV4,Routine,2025,2,137672.30124495
Gavi Fully Self-financing,Nicaragua,NIC,HPV,HPV4,Routine,2024,2,105308.567813533
Gavi Fully Self-financing,Nicaragua,NIC,IPV,IPV,Routine,2032,2,275692.743924731
Gavi Fully Self-financing,Nicaragua,NIC,IPV,IPV,Routine,2031,2,273902.463494624
Gavi Fully Self-financing,Nicaragua,NIC,IPV,IPV,Routine,2030,2,272592.09983871
Gavi Fully Self-financing,Nicaragua,NIC,IPV,IPV,Routine,2029,2,271123.302741936
Gavi Fully Self-financing,Nicaragua,NIC,IPV,IPV,Routine,2028,2,269164.51311828
Gavi Fully Self-financing,Nicaragua,NIC,IPV,IPV,Routine,2027,2,267937.04
Gavi Fully Self-financing,Nicaragua,NIC,IPV,IPV,Routine,2026,2,266961.936612903
Gavi Fully Self-financing,Nicaragua,NIC,IPV,IPV,Routine,2025,2,265271.924462366
Gavi Fully Self-financing,Nicaragua,NIC,IPV,IPV,Routine,2024,2,263593.255483871
Gavi Fully Self-financing,Nicaragua,NIC,IPV,IPV,Routine,2023,2,268520.161247312
Gavi Fully Self-financing,Nicaragua,NIC,IPV,IPV,Routine,2022,2,235474.929354839
Gavi Fully Self-financing,Nicaragua,NIC,MMR,MMR,Routine,2032,2,259232.939210526
Gavi Fully Self-financing,Nicaragua,NIC,MMR,MMR,Routine,2031,2,257895.173421053
Gavi Fully Self-financing,Nicaragua,NIC,MMR,MMR,Routine,2030,2,256413.21
Gavi Fully Self-financing,Nicaragua,NIC,MMR,MMR,Routine,2029,2,254454.456315789
Gavi Fully Self-financing,Nicaragua,NIC,MMR,MMR,Routine,2028,2,253194.002105263
Gavi Fully Self-financing,Nicaragua,NIC,MMR,MMR,Routine,2027,2,252170.194736842
Gavi Fully Self-financing,Nicaragua,NIC,MMR,MMR,Routine,2026,2,250465.134473684
Gavi Fully Self-financing,Nicaragua,NIC,MMR,MMR,Routine,2025,2,248770.871842105
Gavi Fully Self-financing,Nicaragua,NIC,MMR,MMR,Routine,2024,2,247575.766578947
Gavi Fully Self-financing,Nicaragua,NIC,MMR,MMR,Routine,2023,2,246824.265
Gavi Fully Self-financing,Nicaragua,NIC,MMR,MMR,Routine,2022,2,245743.971578947
Gavi Fully Self-financing,Nicaragua,NIC,MR,MR,Campaign,2032,1,437837.777777778
Gavi Fully Self-financing,Nicaragua,NIC,MR,MR,Campaign,2028,1,447046.666666667
Gavi Fully Self-financing,Nicaragua,NIC,MR,MR,Campaign,2024,1,458413.333333333
Gavi Fully Self-financing,Nicaragua,NIC,PCV,PCV13,Routine,2032,3,340984.4719635
Gavi Fully Self-financing,Nicaragua,NIC,PCV,PCV13,Routine,2031,3,337891.669437942
Gavi Fully Self-financing,Nicaragua,NIC,PCV,PCV13,Routine,2030,3,334747.294866207
Gavi Fully Self-financing,Nicaragua,NIC,PCV,PCV13,Routine,2029,3,337747.930169353
Gavi Fully Self-financing,Nicaragua,NIC,PCV,PCV13,Routine,2028,3,340276.287648999
Gavi Fully Self-financing,Nicaragua,NIC,PCV,PCV13,Routine,2027,3,343555.252766711
Gavi Fully Self-financing,Nicaragua,NIC,PCV,PCV13,Routine,2026,3,347109.648588849
Gavi Fully Self-financing,Nicaragua,NIC,PCV,PCV13,Routine,2025,3,350173.94381718
Gavi Fully Self-financing,Nicaragua,NIC,PCV,PCV13,Routine,2024,3,353708.329215139
Gavi Fully Self-financing,Nicaragua,NIC,PCV,PCV13,Routine,2023,3,358877.043377472
Gavi Fully Self-financing,Nicaragua,NIC,PCV,PCV13,Routine,2022,3,356299.845465999
Gavi Fully Self-financing,Nicaragua,NIC,PPSV,PPSV23,Routine,2032,1,693.927828947
Gavi Fully Self-financing,Nicaragua,NIC,PPSV,PPSV23,Routine,2031,1,674.47125
Gavi Fully Self-financing,Nicaragua,NIC,PPSV,PPSV23,Routine,2030,1,657.720197368
Gavi Fully Self-financing,Nicaragua,NIC,PPSV,PPSV23,Routine,2029,1,641.001710526
Gavi Fully Self-financing,Nicaragua,NIC,PPSV,PPSV23,Routine,2028,1,624.746151316
Gavi Fully Self-financing,Nicaragua,NIC,PPSV,PPSV23,Routine,2027,1,609.563881579
Gavi Fully Self-financing,Nicaragua,NIC,PPSV,PPSV23,Routine,2026,1,593.995164474
Gavi Fully Self-financing,Nicaragua,NIC,PPSV,PPSV23,Routine,2025,1,577.095
Gavi Fully Self-financing,Nicaragua,NIC,PPSV,PPSV23,Routine,2024,1,560.211019737
Gavi Fully Self-financing,Nicaragua,NIC,PPSV,PPSV23,Routine,2023,1,541.687894737
Gavi Fully Self-financing,Nicaragua,NIC,PPSV,PPSV23,Routine,2022,1,521.924506579
Gavi Fully Self-financing,Nicaragua,NIC,Rota,Rota,Routine,2032,2,272644.405
Gavi Fully Self-financing,Nicaragua,NIC,Rota,Rota,Routine,2031,2,270900.277368421
Gavi Fully Self-financing,Nicaragua,NIC,Rota,Rota,Routine,2030,2,269633.728421053
Gavi Fully Self-financing,Nicaragua,NIC,Rota,Rota,Routine,2029,2,268211.274736842
Gavi Fully Self-financing,Nicaragua,NIC,Rota,Rota,Routine,2028,2,266299.9
Gavi Fully Self-financing,Nicaragua,NIC,Rota,Rota,Routine,2027,2,265114.875789474
Gavi Fully Self-financing,Nicaragua,NIC,Rota,Rota,Routine,2026,2,264183.245263158
Gavi Fully Self-financing,Nicaragua,NIC,Rota,Rota,Routine,2025,2,262541.231578947
Gavi Fully Self-financing,Nicaragua,NIC,Rota,Rota,Routine,2024,2,260908.815789474
Gavi Fully Self-financing,Nicaragua,NIC,Rota,Rota,Routine,2023,2,259798.236052632
Gavi Fully Self-financing,Nicaragua,NIC,Rota,Rota,Routine,2022,2,259157.953421053
Gavi Fully Self-financing,Nicaragua,NIC,RSV,RSV,Routine,2032,1,117448.757630255
Gavi Fully Self-financing,Nicaragua,NIC,RSV,RSV,Routine,2031,1,117559.184330172
Gavi Fully Self-financing,Nicaragua,NIC,RSV,RSV,Routine,2030,1,117830.201685694
Gavi Fully Self-financing,Nicaragua,NIC,RSV,RSV,Routine,2029,1,118031.350146929
Gavi Fully Self-financing,Nicaragua,NIC,RSV,RSV,Routine,2028,1,123366.907273008
Gavi Fully Self-financing,Nicaragua,NIC,RSV,RSV,Routine,2027,1,94784.456829495
Gavi Fully Self-financing,Nicaragua,NIC,Td,Td,Routine,2032,6,637441.0875
Gavi Fully Self-financing,Nicaragua,NIC,Td,Td,Routine,2031,6,635381.57
Gavi Fully Self-financing,Nicaragua,NIC,Td,Td,Routine,2030,6,633214.9875
Gavi Fully Self-financing,Nicaragua,NIC,Td,Td,Routine,2029,6,630641.125
Gavi Fully Self-financing,Nicaragua,NIC,Td,Td,Routine,2028,6,627591.125
Gavi Fully Self-financing,Nicaragua,NIC,Td,Td,Routine,2027,6,625292.02
Gavi Fully Self-financing,Nicaragua,NIC,Td,Td,Routine,2026,6,622996.97
Gavi Fully Self-financing,Nicaragua,NIC,Td,Td,Routine,2025,6,620410.905
Gavi Fully Self-financing,Nicaragua,NIC,Td,Td,Routine,2024,6,618412.24
Gavi Fully Self-financing,Nicaragua,NIC,Td,Td,Routine,2023,6,616862.13
Gavi Fully Self-financing,Nicaragua,NIC,Td,Td,Routine,2022,6,615511.0375
Gavi Fully Self-financing,Sao Tome,STP,BCG,BCG,Routine,2032,1,23633.1975
Gavi Fully Self-financing,Sao Tome,STP,BCG,BCG,Routine,2031,1,23296.4325
Gavi Fully Self-financing,Sao Tome,STP,BCG,BCG,Routine,2030,1,23007.6
Gavi Fully Self-financing,Sao Tome,STP,BCG,BCG,Routine,2029,1,22746.8175
Gavi Fully Self-financing,Sao Tome,STP,BCG,BCG,Routine,2028,1,22438.9275
Gavi Fully Self-financing,Sao Tome,STP,BCG,BCG,Routine,2027,1,22163.235
Gavi Fully Self-financing,Sao Tome,STP,BCG,BCG,Routine,2026,1,21631.1425
Gavi Fully Self-financing,Sao Tome,STP,BCG,BCG,Routine,2025,1,21071.415833333
Gavi Fully Self-financing,Sao Tome,STP,BCG,BCG,Routine,2024,1,20554.38
Gavi Fully Self-financing,Sao Tome,STP,BCG,BCG,Routine,2023,1,20070.466666667
Gavi Fully Self-financing,Sao Tome,STP,BCG,BCG,Routine,2022,1,19646.591666667
Gavi Fully Self-financing,Sao Tome,STP,bOPV,bOPV,Routine,2026,5,37242.2775
Gavi Fully Self-financing,Sao Tome,STP,bOPV,bOPV,Routine,2025,5,36482.675
Gavi Fully Self-financing,Sao Tome,STP,bOPV,bOPV,Routine,2024,5,35791.84
Gavi Fully Self-financing,Sao Tome,STP,bOPV,bOPV,Routine,2023,5,35194.86
Gavi Fully Self-financing,Sao Tome,STP,bOPV,bOPV,Routine,2022,5,34489.425
Gavi Fully Self-financing,Sao Tome,STP,Covid-19,Covid-19,Campaign,2022,1,99747
Gavi Fully Self-financing,Sao Tome,STP,Covid-19,Covid-19,Routine,2032,3,21730.2375
Gavi Fully Self-financing,Sao Tome,STP,Covid-19,Covid-19,Routine,2031,3,20983.5
Gavi Fully Self-financing,Sao Tome,STP,Covid-19,Covid-19,Routine,2030,3,20237.0875
Gavi Fully Self-financing,Sao Tome,STP,Covid-19,Covid-19,Routine,2029,3,19516.7
Gavi Fully Self-financing,Sao Tome,STP,Covid-19,Covid-19,Routine,2028,3,18840.0875
Gavi Fully Self-financing,Sao Tome,STP,Covid-19,Covid-19,Routine,2027,3,18189.825
Gavi Fully Self-financing,Sao Tome,STP,Covid-19,Covid-19,Routine,2026,3,17529.3375
Gavi Fully Self-financing,Sao Tome,STP,Covid-19,Covid-19,Routine,2025,3,16873.775
Gavi Fully Self-financing,Sao Tome,STP,Covid-19,Covid-19,Routine,2024,3,16279.8125
Gavi Fully Self-financing,Sao Tome,STP,Covid-19,Covid-19,Routine,2023,3,15652
Gavi Fully Self-financing,Sao Tome,STP,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2032,3,22440.655657895
Gavi Fully Self-financing,Sao Tome,STP,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2031,3,22114.502763158
Gavi Fully Self-financing,Sao Tome,STP,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2030,3,21837.315789474
Gavi Fully Self-financing,Sao Tome,STP,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2029,3,21596.863026316
Gavi Fully Self-financing,Sao Tome,STP,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2028,3,21303.145657895
Gavi Fully Self-financing,Sao Tome,STP,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2027,3,21029.358552632
Gavi Fully Self-financing,Sao Tome,STP,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2026,3,20739.041052632
Gavi Fully Self-financing,Sao Tome,STP,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2025,3,20405.736710526
Gavi Fully Self-financing,Sao Tome,STP,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2024,3,20108.306842105
Gavi Fully Self-financing,Sao Tome,STP,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2023,3,19880.766315789
Gavi Fully Self-financing,Sao Tome,STP,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2022,3,19470.927631579
Gavi Fully Self-financing,Sao Tome,STP,HepB,HepB,Routine,2032,1,7480.218552632
Gavi Fully Self-financing,Sao Tome,STP,HepB,HepB,Routine,2031,1,7371.500921053
Gavi Fully Self-financing,Sao Tome,STP,HepB,HepB,Routine,2030,1,7279.105263158
Gavi Fully Self-financing,Sao Tome,STP,HepB,HepB,Routine,2029,1,7198.954342105
Gavi Fully Self-financing,Sao Tome,STP,HepB,HepB,Routine,2028,1,7101.048552632
Gavi Fully Self-financing,Sao Tome,STP,HepB,HepB,Routine,2027,1,7026.308684211
Gavi Fully Self-financing,Sao Tome,STP,HepB,HepB,Routine,2026,1,6859.447763158
Gavi Fully Self-financing,Sao Tome,STP,HepB,HepB,Routine,2025,1,6680.529868421
Gavi Fully Self-financing,Sao Tome,STP,HepB,HepB,Routine,2024,1,6515.474736842
Gavi Fully Self-financing,Sao Tome,STP,HepB,HepB,Routine,2023,1,6359.8
Gavi Fully Self-financing,Sao Tome,STP,HepB,HepB,Routine,2022,1,6226.030263158
Gavi Fully Self-financing,Sao Tome,STP,HPV,HPV2,Routine,2032,1,2829.583997692
Gavi Fully Self-financing,Sao Tome,STP,HPV,HPV2,Routine,2031,1,2754.798630359
Gavi Fully Self-financing,Sao Tome,STP,HPV,HPV2,Routine,2030,1,2682.355307403
Gavi Fully Self-financing,Sao Tome,STP,HPV,HPV2,Routine,2029,1,2666.654520451
Gavi Fully Self-financing,Sao Tome,STP,HPV,HPV2,Routine,2028,1,2653.131613709
Gavi Fully Self-financing,Sao Tome,STP,HPV,HPV2,Routine,2027,1,2670.026315789
Gavi Fully Self-financing,Sao Tome,STP,HPV,HPV2,Routine,2026,1,2697.445378749
Gavi Fully Self-financing,Sao Tome,STP,HPV,HPV2,Routine,2025,1,2723.600769666
Gavi Fully Self-financing,Sao Tome,STP,HPV,HPV2,Routine,2024,2,5502.423130321
Gavi Fully Self-financing,Sao Tome,STP,HPV,HPV2,Routine,2023,2,5869.490108619
Gavi Fully Self-financing,Sao Tome,STP,HPV,HPV2,Routine,2022,2,4939.315039512
Gavi Fully Self-financing,Sao Tome,STP,IPV,IPV,Routine,2032,2,15788.795
Gavi Fully Self-financing,Sao Tome,STP,IPV,IPV,Routine,2031,2,15559.665
Gavi Fully Self-financing,Sao Tome,STP,IPV,IPV,Routine,2030,2,15364.8
Gavi Fully Self-financing,Sao Tome,STP,IPV,IPV,Routine,2029,2,15195.235
Gavi Fully Self-financing,Sao Tome,STP,IPV,IPV,Routine,2028,2,14988.655
Gavi Fully Self-financing,Sao Tome,STP,IPV,IPV,Routine,2027,2,14795.825
Gavi Fully Self-financing,Sao Tome,STP,IPV,IPV,Routine,2026,2,14591.28
Gavi Fully Self-financing,Sao Tome,STP,IPV,IPV,Routine,2025,2,14357.035
Gavi Fully Self-financing,Sao Tome,STP,IPV,IPV,Routine,2024,2,14147.98
Gavi Fully Self-financing,Sao Tome,STP,IPV,IPV,Routine,2023,2,14293.3
Gavi Fully Self-financing,Sao Tome,STP,IPV,IPV,Routine,2022,2,12302.225
Gavi Fully Self-financing,Sao Tome,STP,MR,MR,Campaign,2025,1,29615.833333333
Gavi Fully Self-financing,Sao Tome,STP,MR,MR,Routine,2032,2,17452.19
Gavi Fully Self-financing,Sao Tome,STP,MR,MR,Routine,2031,2,16998.57
Gavi Fully Self-financing,Sao Tome,STP,MR,MR,Routine,2030,2,16587.001428571
Gavi Fully Self-financing,Sao Tome,STP,MR,MR,Routine,2029,2,16205.009285714
Gavi Fully Self-financing,Sao Tome,STP,MR,MR,Routine,2028,2,15790.507857143
Gavi Fully Self-financing,Sao Tome,STP,MR,MR,Routine,2027,2,15394.473571429
Gavi Fully Self-financing,Sao Tome,STP,MR,MR,Routine,2026,2,14991.062142857
Gavi Fully Self-financing,Sao Tome,STP,MR,MR,Routine,2025,2,14565.187142857
Gavi Fully Self-financing,Sao Tome,STP,MR,MR,Routine,2024,2,14170.38
Gavi Fully Self-financing,Sao Tome,STP,MR,MR,Routine,2023,2,13797.94
Gavi Fully Self-financing,Sao Tome,STP,MR,MR,Routine,2022,2,13502.435714286
Gavi Fully Self-financing,Sao Tome,STP,PCV,PCV13,Routine,2032,3,20480.315586594
Gavi Fully Self-financing,Sao Tome,STP,PCV,PCV13,Routine,2031,3,19947.464004940
Gavi Fully Self-financing,Sao Tome,STP,PCV,PCV13,Routine,2030,3,19390.049325791
Gavi Fully Self-financing,Sao Tome,STP,PCV,PCV13,Routine,2029,3,19273.608458642
Gavi Fully Self-financing,Sao Tome,STP,PCV,PCV13,Routine,2028,3,19138.037283248
Gavi Fully Self-financing,Sao Tome,STP,PCV,PCV13,Routine,2027,3,19032.833174163
Gavi Fully Self-financing,Sao Tome,STP,PCV,PCV13,Routine,2026,3,18892.589790797
Gavi Fully Self-financing,Sao Tome,STP,PCV,PCV13,Routine,2025,3,18679.391884087
Gavi Fully Self-financing,Sao Tome,STP,PCV,PCV13,Routine,2024,3,18469.958603716
Gavi Fully Self-financing,Sao Tome,STP,PCV,PCV13,Routine,2023,3,18243.144673706
Gavi Fully Self-financing,Sao Tome,STP,PCV,PCV13,Routine,2022,3,18015.865129422
Gavi Fully Self-financing,Sao Tome,STP,Rota,Rota,Routine,2032,2,14960.437105263
Gavi Fully Self-financing,Sao Tome,STP,Rota,Rota,Routine,2031,2,14743.001842105
Gavi Fully Self-financing,Sao Tome,STP,Rota,Rota,Routine,2030,2,14558.210526316
Gavi Fully Self-financing,Sao Tome,STP,Rota,Rota,Routine,2029,2,14397.908684211
Gavi Fully Self-financing,Sao Tome,STP,Rota,Rota,Routine,2028,2,14202.097105263
Gavi Fully Self-financing,Sao Tome,STP,Rota,Rota,Routine,2027,2,14019.572368421
Gavi Fully Self-financing,Sao Tome,STP,Rota,Rota,Routine,2026,2,13826.027368421
Gavi Fully Self-financing,Sao Tome,STP,Rota,Rota,Routine,2025,2,13603.824473684
Gavi Fully Self-financing,Sao Tome,STP,Rota,Rota,Routine,2024,2,13405.537894737
Gavi Fully Self-financing,Sao Tome,STP,Rota,Rota,Routine,2023,2,13253.844210526
Gavi Fully Self-financing,Sao Tome,STP,Rota,Rota,Routine,2022,2,12980.618421053
Gavi Fully Self-financing,Sao Tome,STP,RSV,RSV,Routine,2032,1,6649.933883308
Gavi Fully Self-financing,Sao Tome,STP,RSV,RSV,Routine,2031,1,6822.318760807
Gavi Fully Self-financing,Sao Tome,STP,RSV,RSV,Routine,2030,1,5129.358415604
Gavi Fully Self-financing,Sao Tome,STP,Td,Td,Routine,2032,2,17756.145
Gavi Fully Self-financing,Sao Tome,STP,Td,Td,Routine,2031,2,17499.24
Gavi Fully Self-financing,Sao Tome,STP,Td,Td,Routine,2030,2,17280.45
Gavi Fully Self-financing,Sao Tome,STP,Td,Td,Routine,2029,2,17088.885
Gavi Fully Self-financing,Sao Tome,STP,Td,Td,Routine,2028,2,16856.73
Gavi Fully Self-financing,Sao Tome,STP,Td,Td,Routine,2027,2,16639.425
Gavi Fully Self-financing,Sao Tome,STP,Td,Td,Routine,2026,2,16408.755
Gavi Fully Self-financing,Sao Tome,STP,Td,Td,Routine,2025,2,16145.91
Gavi Fully Self-financing,Sao Tome,STP,Td,Td,Routine,2024,2,15911.28
Gavi Fully Self-financing,Sao Tome,STP,Td,Td,Routine,2023,2,15726.76
Gavi Fully Self-financing,Sao Tome,STP,Td,Td,Routine,2022,2,15402.25
Gavi Fully Self-financing,Sao Tome,STP,YF,YF,Routine,2032,1,7446.346617647
Gavi Fully Self-financing,Sao Tome,STP,YF,YF,Routine,2031,1,7255.290441176
Gavi Fully Self-financing,Sao Tome,STP,YF,YF,Routine,2030,1,7082.367941176
Gavi Fully Self-financing,Sao Tome,STP,YF,YF,Routine,2029,1,6922.745
Gavi Fully Self-financing,Sao Tome,STP,YF,YF,Routine,2028,1,6748.532352941
Gavi Fully Self-financing,Sao Tome,STP,YF,YF,Routine,2027,1,6582.493823529
Gavi Fully Self-financing,Sao Tome,STP,YF,YF,Routine,2026,1,6413.323676471
Gavi Fully Self-financing,Sao Tome,STP,YF,YF,Routine,2025,1,6233.744852941
Gavi Fully Self-financing,Sao Tome,STP,YF,YF,Routine,2024,1,6067.443529412
Gavi Fully Self-financing,Sao Tome,STP,YF,YF,Routine,2023,1,5910.397647059
Gavi Fully Self-financing,Sao Tome,STP,YF,YF,Routine,2022,1,5773.595588235
Gavi Fully Self-financing,Solomon Islands,SLB,BCG,BCG,Routine,2032,1,43153.3425
Gavi Fully Self-financing,Solomon Islands,SLB,BCG,BCG,Routine,2031,1,42125.6975
Gavi Fully Self-financing,Solomon Islands,SLB,BCG,BCG,Routine,2030,1,41139.6425
Gavi Fully Self-financing,Solomon Islands,SLB,BCG,BCG,Routine,2029,1,40290.7725
Gavi Fully Self-financing,Solomon Islands,SLB,BCG,BCG,Routine,2028,1,39467.555
Gavi Fully Self-financing,Solomon Islands,SLB,BCG,BCG,Routine,2027,1,38592.26
Gavi Fully Self-financing,Solomon Islands,SLB,BCG,BCG,Routine,2026,1,37891.8
Gavi Fully Self-financing,Solomon Islands,SLB,BCG,BCG,Routine,2025,1,37214.745
Gavi Fully Self-financing,Solomon Islands,SLB,BCG,BCG,Routine,2024,1,36488.8
Gavi Fully Self-financing,Solomon Islands,SLB,BCG,BCG,Routine,2023,1,35807.205
Gavi Fully Self-financing,Solomon Islands,SLB,BCG,BCG,Routine,2022,1,35145.87
Gavi Fully Self-financing,Solomon Islands,SLB,bOPV,bOPV,Routine,2026,3,78027.09
Gavi Fully Self-financing,Solomon Islands,SLB,bOPV,bOPV,Routine,2025,3,77358.585
Gavi Fully Self-financing,Solomon Islands,SLB,bOPV,bOPV,Routine,2024,3,75930.445
Gavi Fully Self-financing,Solomon Islands,SLB,bOPV,bOPV,Routine,2023,3,74597.53
Gavi Fully Self-financing,Solomon Islands,SLB,bOPV,bOPV,Routine,2022,3,73314.96
Gavi Fully Self-financing,Solomon Islands,SLB,Covid-19,Covid-19,Campaign,2022,1,429043
Gavi Fully Self-financing,Solomon Islands,SLB,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2032,3,71588.635394737
Gavi Fully Self-financing,Solomon Islands,SLB,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2031,3,70389.885394737
Gavi Fully Self-financing,Solomon Islands,SLB,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2030,3,69232.628815789
Gavi Fully Self-financing,Solomon Islands,SLB,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2029,3,68313.875131579
Gavi Fully Self-financing,Solomon Islands,SLB,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2028,3,67437.882631579
Gavi Fully Self-financing,Solomon Islands,SLB,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2027,3,66425.786578947
Gavi Fully Self-financing,Solomon Islands,SLB,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2026,3,65732.043947368
Gavi Fully Self-financing,Solomon Islands,SLB,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2025,3,65188.642894737
Gavi Fully Self-financing,Solomon Islands,SLB,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2024,3,63983.359473684
Gavi Fully Self-financing,Solomon Islands,SLB,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2023,3,62860.105
Gavi Fully Self-financing,Solomon Islands,SLB,DTwP-HepB-Hib,DTwP-HepB-Hib,Routine,2022,3,61783.196842105
Gavi Fully Self-financing,Solomon Islands,SLB,HepB,HepB,Routine,2032,1,22772.757236842
Gavi Fully Self-financing,Solomon Islands,SLB,HepB,HepB,Routine,2031,1,22228.885921053
Gavi Fully Self-financing,Solomon Islands,SLB,HepB,HepB,Routine,2030,1,21702.560394737
Gavi Fully Self-financing,Solomon Islands,SLB,HepB,HepB,Routine,2029,1,21254.626184211
Gavi Fully Self-financing,Solomon Islands,SLB,HepB,HepB,Routine,2028,1,20823.060263158
Gavi Fully Self-financing,Solomon Islands,SLB,HepB,HepB,Routine,2027,1,20353.068421053
Gavi Fully Self-financing,Solomon Islands,SLB,HepB,HepB,Routine,2026,1,19983.429473684
Gavi Fully Self-financing,Solomon Islands,SLB,HepB,HepB,Routine,2025,1,19629.389210526
Gavi Fully Self-financing,Solomon Islands,SLB,HepB,HepB,Routine,2024,1,19244.894736842
Gavi Fully Self-financing,Solomon Islands,SLB,HepB,HepB,Routine,2023,1,18885.405
Gavi Fully Self-financing,Solomon Islands,SLB,HepB,HepB,Routine,2022,1,18540.131052632
Gavi Fully Self-financing,Solomon Islands,SLB,HPV,HPV4,Routine,2032,1,7570.800489252
Gavi Fully Self-financing,Solomon Islands,SLB,HPV,HPV4,Routine,2031,1,7462.649256280
Gavi Fully Self-financing,Solomon Islands,SLB,HPV,HPV4,Routine,2030,1,7006.553400490
Gavi Fully Self-financing,Solomon Islands,SLB,HPV,HPV4,Routine,2029,1,6937.682868083
Gavi Fully Self-financing,Solomon Islands,SLB,HPV,HPV4,Routine,2028,1,6870.665775389
Gavi Fully Self-financing,Solomon Islands,SLB,HPV,HPV4,Routine,2027,1,6840.039168236
Gavi Fully Self-financing,Solomon Islands,SLB,HPV,HPV4,Routine,2026,1,6869.100988062
Gavi Fully Self-financing,Solomon Islands,SLB,HPV,HPV4,Routine,2025,1,6915.643102068
Gavi Fully Self-financing,Solomon Islands,SLB,HPV,HPV4,Routine,2024,1,6941.826293105
Gavi Fully Self-financing,Solomon Islands,SLB,HPV,HPV4,Routine,2023,1,6930.694162514
Gavi Fully Self-financing,Solomon Islands,SLB,HPV,HPV4,Routine,2022,2,14406.384663474
Gavi Fully Self-financing,Solomon Islands,SLB,IPV,IPV,Routine,2032,2,47478.816578947
Gavi Fully Self-financing,Solomon Islands,SLB,IPV,IPV,Routine,2031,2,46365.138157895
Gavi Fully Self-financing,Solomon Islands,SLB,IPV,IPV,Routine,2030,2,45287.499736842
Gavi Fully Self-financing,Solomon Islands,SLB,IPV,IPV,Routine,2029,2,44372.985
Gavi Fully Self-financing,Solomon Islands,SLB,IPV,IPV,Routine,2028,2,43492.252105263
Gavi Fully Self-financing,Solomon Islands,SLB,IPV,IPV,Routine,2027,2,42530.798947368
Gavi Fully Self-financing,Solomon Islands,SLB,IPV,IPV,Routine,2026,2,41778.685263158
Gavi Fully Self-financing,Solomon Islands,SLB,IPV,IPV,Routine,2025,2,41058.914210526
Gavi Fully Self-financing,Solomon Islands,SLB,IPV,IPV,Routine,2024,2,40275.125263158
Gavi Fully Self-financing,Solomon Islands,SLB,IPV,IPV,Routine,2023,2,40461.498
Gavi Fully Self-financing,Solomon Islands,SLB,IPV,IPV,Routine,2022,2,34884.076842105
Gavi Fully Self-financing,Solomon Islands,SLB,MR,MR,Campaign,2032,1,104678.333333333
Gavi Fully Self-financing,Solomon Islands,SLB,MR,MR,Campaign,2028,1,100808.611111111
Gavi Fully Self-financing,Solomon Islands,SLB,MR,MR,Campaign,2024,1,97779.166666667
Gavi Fully Self-financing,Solomon Islands,SLB,MR,MR,Routine,2032,2,56933.325
Gavi Fully Self-financing,Solomon Islands,SLB,MR,MR,Routine,2031,2,55566.39
Gavi Fully Self-financing,Solomon Islands,SLB,MR,MR,Routine,2030,2,53544.960833333
Gavi Fully Self-financing,Solomon Islands,SLB,MR,MR,Routine,2029,2,51573.3275
Gavi Fully Self-financing,Solomon Islands,SLB,MR,MR,Routine,2028,2,49549.846666667
Gavi Fully Self-financing,Solomon Islands,SLB,MR,MR,Routine,2027,2,47768.6825
Gavi Fully Self-financing,Solomon Islands,SLB,MR,MR,Routine,2026,2,46033.67
Gavi Fully Self-financing,Solomon Islands,SLB,MR,MR,Routine,2025,2,44246.713333333
Gavi Fully Self-financing,Solomon Islands,SLB,MR,MR,Routine,2024,2,42528.595833333
Gavi Fully Self-financing,Solomon Islands,SLB,MR,MR,Routine,2023,2,40847.1375
Gavi Fully Self-financing,Solomon Islands,SLB,MR,MR,Routine,2022,2,39209.1875
Gavi Fully Self-financing,Solomon Islands,SLB,PCV,PCV13,Routine,2032,3,65470.938150944
Gavi Fully Self-financing,Solomon Islands,SLB,PCV,PCV13,Routine,2031,3,63838.504911631
