Limit, ExpName[i], n_markets, interest_rate, _total_solve_time, MV, TSS, UVP, TPF, TCS, TVPC\n
High,market_assignments_Coverage_4_MC,4,1.05,0.109375,3709761774.719162,2487171959.748996,1832946743.026520,1272518845.842339, 2437242928.876825
Low, market_assignments_Coverage_4_MC, 4, 1.05, 0.109375, 3709761774.719162, 2487171959.748996, 402211611.413903, 2703253977.454955,1006507797.264209
