Limit, ExpName[i], n_markets, interest_rate, _total_solve_time, MV, TSS, UVP, TPF, TCS, TVPC\n
High,market_assignments_GNI_2_MC,2,1.05,0.218750,5309241940.990659,3757830379.035858,3379818647.458864,1262885388.408773, 4046356552.581887
Low, market_assignments_GNI_2_MC, 2, 1.05, 0.218750, 5309241940.990659, 3757830379.035858, 2314921466.430342, 2327782569.437290,2981459371.553365
