Limit, ExpName[i], n_markets, interest_rate, _total_solve_time, MV, TSS, UVP, TPF, TCS, TVPC\n
High,market_assignments_Coverage_4_BH,4,1.05,1.187500,3933148768.231373,2626301805.155705,2011361776.101264,1270464823.759671, 2662683944.471700
Low, market_assignments_Coverage_4_BH, 4, 1.05, 1.187500, 3933148768.231373, 2626301805.155705, 437689425.221745, 2844137174.639188,1089011593.592181
