Limit, ExpName[i], n_markets, interest_rate, _total_solve_time, MV, TSS, UVP, TPF, TCS, TVPC\n
High,market_assignments_1,1,1.05,0.218750,3850129314.876540,2610792561.859430,2760226852.914295,492253928.091224, 3357875386.785316
Low, market_assignments_1, 1, 1.05, 0.218750, 3850129314.876540, 2610792561.859430, 271744588.276219, 2980736192.729300,869393122.147239
