Limit, ExpName[i], n_markets, interest_rate, _total_solve_time, MV, TSS, UVP, TPF, TCS, TVPC\n
High,market_assignments_Coverage_2_MC,2,1.05,0.156250,3686184465.161665,2467524201.784417,2061361822.727914,1020526456.583447, 2665658008.578220
Low, market_assignments_Coverage_2_MC, 2, 1.05, 0.156250, 3686184465.161665, 2467524201.784417, 378235355.126445, 2703652924.184916,982531540.976751
