Limit, ExpName[i], n_markets, interest_rate, _total_solve_time, MV, TSS, UVP, TPF, TCS, TVPC\n
High,market_assignments_GNI_4_MC,4,1.05,0.187500,3762379544.818976,2468778382.226121,2508728904.948958,587112734.746994, 3175266810.071981
Low, market_assignments_GNI_4_MC, 4, 1.05, 0.187500, 3762379544.818976, 2468778382.226121, 1610073852.836544, 1485767786.859406,2276611757.959570
