Limit, ExpName[i], n_markets, interest_rate, _total_solve_time, MV, TSS, UVP, TPF, TCS, TVPC\n
High,market_assignments_GNI_2_BH,2,1.05,0.484375,4079156578.025245,2732759243.231349,2658038784.000131,754579888.902092, 3324576689.123154
Low, market_assignments_GNI_2_BH, 2, 1.05, 0.484375, 4079156578.025245, 2732759243.231349, 1217399116.705597, 2195219556.196627,1883937021.828620
