Limit, ExpName[i], n_markets, interest_rate, _total_solve_time, MV, TSS, UVP, TPF, TCS, TVPC\n
High,market_assignments_Coverage_3_MC,3,1.05,3.281250,3748345073.353976,2472298726.091213,2059684835.944963,1037338069.038580, 2711007004.315397
Low, market_assignments_Coverage_3_MC, 3, 1.05, 3.281250, 3748345073.353976, 2472298726.091213, 387041445.037322, 2709981459.946221,1038363613.407758
