Limit, ExpName[i], n_markets, interest_rate, _total_solve_time, MV, TSS, UVP, TPF, TCS, TVPC\n
High,market_assignments_Coverage_3_BH,3,1.05,1.375000,3774747781.660801,2494300983.013564,1784909996.750952,1338515616.539413, 2436232165.121388
Low, market_assignments_Coverage_3_BH, 3, 1.05, 1.375000, 3774747781.660801, 2494300983.013564, 358906764.429525, 2764518848.860840,1010228932.799961
