Limit, ExpName[i], n_markets, interest_rate, _total_solve_time, MV, TSS, UVP, TPF, TCS, TVPC\n
High,market_assignments_GNI_3_MC,3,1.05,0.281250,3468030203.316644,2223487264.307512,2192382356.243516,609109941.950105, 2858920261.366539
Low, market_assignments_GNI_3_MC, 3, 1.05, 0.281250, 3468030203.316644, 2223487264.307512, 1289702083.542209, 1511790214.651412,1956239988.665231
