Limit, ExpName[i], n_markets, interest_rate, _total_solve_time, MV, TSS, UVP, TPF, TCS, TVPC\n
High,market_assignments_Coverage_2_BH,2,1.05,1.171875,4017943382.557036,2696963983.760426,2350580898.309882,1016040315.876715, 3001903066.680318
Low, market_assignments_Coverage_2_BH, 2, 1.05, 1.171875, 4017943382.557036, 2696963983.760426, 464026419.902649, 2902594794.283949,1115348588.273085
