Limit, ExpName[i], n_markets, interest_rate, _total_solve_time, MV, TSS, UVP, TPF, TCS, TVPC\n
High,market_assignments_GNI_4_BH,4,1.05,0.062500,3484528718.835311,2237236027.239737,2120847848.881267,697142964.831022, 2787385754.004291
Low, market_assignments_GNI_4_BH, 4, 1.05, 0.062500, 3484528718.835311, 2237236027.239737, 1469140273.077601, 1348850540.634689,2135678178.200624
